Jeux,Mimicry,Ilinx,Agon,Alea,Ludus,Paidia,Mimilinx,Agal,Lupai,Groupe,JeuVideo,Semestre
Agitation,0,3,0,4,0,5,-3,-4,-5,Riflart,FALSE,A15
Agitation,1,3,0,3,0,5,-2,-3,-5,Cousin,FALSE,P16
Agitation,2,4,0,3,0,5,-2,-3,-5,Diaz,FALSE,P16
Agitation,0,3,0,3,0,5,-3,-3,-5,MT,FALSE,P16
Agitation,0,3,0,2,0,4,-3,-2,-4,Leroy,FALSE,P16
Agitation,0,5,2,4,0,5,-5,-2,-5,Roblot,FALSE,P16
Agitation,0,2,0,1,0,5,-2,-1,-5,Roquin,FALSE,P16
Alpinisme,1,5,3,3,2,0,-4,0,2,Sallez,FALSE,A15
Alpinisme,0,4,4,3,2,2,-4,1,0,Riflart,FALSE,A15
Alpinisme,0,5,4,3,1,3,-5,1,-2,Belbachir,FALSE,P17
Alpinisme,0,3,4,3,2,3,-3,1,-1,Capron,FALSE,P17
Alpinisme,0,4,3,2,2,2,-4,1,0,Dury,FALSE,P17
Alpinisme,0,5,5,4,3,3,-5,1,0,Ruffy,FALSE,P17
Alpinisme,1,4,4,3,1,3,-3,1,-2,Cousin,FALSE,P16
Alpinisme,1,4,3,2,1,0,-3,1,1,MT,FALSE,P16
Alpinisme,1,5,4,3,3,1,-4,1,2,Monserand,FALSE,P19
Alpinisme,1,4,5,4,3,2,-3,1,1,Schneider,FALSE,P19
Alpinisme,0,4,4,3,1,0,-4,1,1,A,FALSE,P19
Alpinisme,1,5,5,4,1,3,-4,1,-2,B,FALSE,P19
Alpinisme,1,4,4,3,2,1,-3,1,1,F,FALSE,P19
Alpinisme,0,4,5,3,2,2,-4,2,0,Boulmier,FALSE,A15
Alpinisme,0,5,5,3,2,2,-5,2,0,Barbier,FALSE,P17
Alpinisme,0,4,3,1,1,2,-4,2,-1,Jannin,FALSE,P17
Alpinisme,0,4,5,3,3,4,-4,2,-1,Diaz,FALSE,P16
Alpinisme,0,5,5,3,3,1,-5,2,2,D,FALSE,P19
Alpinisme,0,5,5,2,2,0,-5,3,2,Haberer,FALSE,A15
Alpinisme,1,4,5,2,2,3,-3,3,-1,Leroy,FALSE,P16
Alpinisme,0,5,5,2,2,1,-5,3,1,Roblot,FALSE,P16
Alpinisme,0,4,5,2,1,4,-4,3,-3,Roquin,FALSE,P16
Alpinisme,2,5,4,1,2,0,-3,3,2,C,FALSE,P19
Alpinisme,1,4,4,1,5,0,-3,3,5,E,FALSE,P19
ArtsDuSpectacle,4,1,2,2,1,3,3,0,-2,Haberer,FALSE,A15
Athlétisme,1,2,4,1,4,2,-1,3,2,Belbachir,FALSE,P17
Athlétisme,1,1,4,1,5,1,0,3,4,Cousin,FALSE,P16
Athlétisme,0,2,4,1,4,1,-2,3,3,Diaz,FALSE,P16
Athlétisme,0,2,5,2,5,0,-2,3,5,Roblot,FALSE,P16
Athlétisme,1,1,5,1,5,1,0,4,4,Bardwell,FALSE,A15
Athlétisme,2,4,5,1,5,1,-2,4,4,Milleret,FALSE,A15
Athlétisme,1,3,5,1,4,2,-2,4,2,Petit,FALSE,A15
Athlétisme,1,3,5,1,5,1,-2,4,4,Capron,FALSE,P17
Athlétisme,0,3,5,1,3,1,-3,4,2,Jannin,FALSE,P17
Athlétisme,1,3,5,1,5,1,-2,4,4,Ruffy,FALSE,P17
Athlétisme,1,1,5,1,5,0,0,4,5,Leroy,FALSE,P16
Athlétisme,1,1,5,1,5,1,0,4,4,MT,FALSE,P16
Athlétisme,0,3,5,0,5,1,-3,5,4,Haberer,FALSE,A15
Athlétisme,1,3,5,0,5,0,-2,5,5,Riflart,FALSE,A15
Athlétisme,0,4,5,0,3,1,-4,5,2,Barbier,FALSE,P17
Athlétisme,0,1,5,0,5,0,-1,5,5,Roquin,FALSE,P16
Attractions,0,5,0,1,2,3,-5,-1,-1,Cousin,FALSE,P16
Attractions,1,5,0,0,0,2,-4,0,-2,Haberer,FALSE,A15
Attractions,2,5,0,0,1,2,-3,0,-1,Riflart,FALSE,A15
Attractions,2,5,0,0,2,0,-3,0,2,Barbier,FALSE,P17
Attractions,1,5,0,0,2,3,-4,0,-1,Belbachir,FALSE,P17
Attractions,1,4,0,0,4,3,-3,0,1,Capron,FALSE,P17
Attractions,0,5,0,0,3,2,-5,0,1,Jannin,FALSE,P17
Attractions,0,5,0,0,5,2,-5,0,3,Ruffy,FALSE,P17
Attractions,0,5,0,0,1,1,-5,0,0,Diaz,FALSE,P16
Attractions,1,5,0,0,3,2,-4,0,1,Leroy,FALSE,P16
Attractions,1,5,0,0,3,2,-4,0,1,MT,FALSE,P16
Attractions,1,5,0,0,3,3,-4,0,0,Roquin,FALSE,P16
Attractions,1,5,1,0,2,4,-4,1,-2,Roblot,FALSE,P16
Bagarre,2,2,3,4,0,5,0,-1,-5,Cousin,FALSE,P16
Bagarre,1,5,3,3,1,5,-4,0,-4,Ruffy,FALSE,P17
Bagarre,1,5,4,3,0,5,-4,1,-5,Barbier,FALSE,P17
Bagarre,3,4,4,3,0,5,-1,1,-5,Belbachir,FALSE,P17
Bagarre,2,3,4,3,1,4,-1,1,-3,Jannin,FALSE,P17
Bagarre,4,4,4,3,1,4,0,1,-3,Leroy,FALSE,P16
Bagarre,1,3,3,2,1,5,-2,1,-4,MT,FALSE,P16
Bagarre,0,5,5,4,0,5,-5,1,-5,Roblot,FALSE,P16
Bagarre,2,4,5,3,0,4,-2,2,-4,RECOD,FALSE,A15
Bagarre,1,3,5,3,0,5,-2,2,-5,Capron,FALSE,P17
Bagarre,3,4,5,3,0,5,-1,2,-5,Diaz,FALSE,P16
Bagarre,1,2,3,1,0,5,-1,2,-5,Roquin,FALSE,P16
Bagarre,2,5,3,0,0,5,-3,3,-5,C,FALSE,P19
Balançoire,1,4,0,2,2,4,-3,-2,-2,Sallez,FALSE,A15
Balançoire,0,4,0,1,1,4,-4,-1,-3,Bardwell,FALSE,A15
Balançoire,0,4,1,2,1,3,-4,-1,-2,Belbachir,FALSE,P17
Balançoire,1,2,0,1,0,2,-1,-1,-2,Diaz,FALSE,P16
Balançoire,0,5,1,1,0,2,-5,0,-2,Haberer,FALSE,A15
Balançoire,0,2,0,0,2,2,-2,0,0,Barbier,FALSE,P17
Balançoire,0,1,1,1,0,3,-1,0,-3,Capron,FALSE,P17
Balançoire,0,1,0,0,1,0,-1,0,1,Ruffy,FALSE,P17
Balançoire,0,4,0,0,2,3,-4,0,-1,MT,FALSE,P16
Balançoire,0,5,0,0,5,0,-5,0,5,C,FALSE,P19
Balançoire,0,2,1,0,0,2,-2,1,-2,Jannin,FALSE,P17
Balançoire,0,4,2,1,3,3,-4,1,0,Cousin,FALSE,P16
Balançoire,1,2,1,0,0,1,-1,1,-1,Leroy,FALSE,P16
Balançoire,0,3,1,0,0,0,-3,1,0,Roquin,FALSE,P16
Balançoire,2,3,3,1,1,3,-1,2,-2,Roblot,FALSE,P16
Billard,1,0,4,3,4,0,1,1,4,Sallez,FALSE,A15
Billard,0,1,5,3,5,0,-1,2,5,Edus,FALSE,A15
Billard,0,0,5,3,5,0,0,2,5,Haberer,FALSE,A15
Billard,0,2,4,2,4,2,-2,2,2,Milleret,FALSE,A15
Billard,0,1,3,1,4,1,-1,2,3,Jannin,FALSE,P17
Billard,0,0,4,2,5,3,0,2,2,Leroy,FALSE,P16
Billard,0,2,4,2,4,0,-2,2,4,Roblot,FALSE,P16
Billard,0,0,4,1,5,0,0,3,5,Barbier,FALSE,P17
Billard,0,2,4,1,5,3,-2,3,2,Ruffy,FALSE,P17
Billard,1,0,5,2,5,0,1,3,5,Cousin,FALSE,P16
Billard,0,0,5,2,4,1,0,3,3,Diaz,FALSE,P16
Billard,0,1,5,1,5,0,-1,4,5,Petit,FALSE,A15
Billard,1,0,5,1,5,0,1,4,5,Riflart,FALSE,A15
Billard,0,0,5,1,5,0,0,4,5,MT,FALSE,P16
Billard,0,0,5,0,5,2,0,5,3,Capron,FALSE,P17
Billard,0,0,5,0,5,0,0,5,5,Roquin,FALSE,P16
Boxe,0,4,4,3,4,2,-4,1,2,Jannin,FALSE,P17
Boxe,2,5,5,4,4,2,-3,1,2,D,FALSE,P19
Boxe,2,5,4,2,3,1,-3,2,2,Ruffy,FALSE,P17
Boxe,0,5,4,2,4,4,-5,2,0,Schneider,FALSE,P19
Boxe,1,5,4,2,4,1,-4,2,3,B,FALSE,P19
Boxe,2,2,4,2,4,1,0,2,3,F,FALSE,P19
Boxe,2,3,4,1,5,1,-1,3,4,Bardwell,FALSE,A15
Boxe,2,3,4,1,4,1,-1,3,3,Milleret,FALSE,A15
Boxe,2,4,4,1,5,1,-2,3,4,A,FALSE,P19
Boxe,0,5,4,1,5,2,-5,3,3,C,FALSE,P19
Boxe,2,3,5,1,5,1,-1,4,4,Sallez,FALSE,A15
Boxe,0,4,5,1,4,1,-4,4,3,Barbier,FALSE,P17
Boxe,1,3,5,1,5,1,-2,4,4,Capron,FALSE,P17
Boxe,1,3,5,1,5,1,-2,4,4,Cousin,FALSE,P16
Boxe,3,2,5,1,4,4,1,4,0,Leroy,FALSE,P16
Boxe,2,2,5,1,5,2,0,4,3,MT,FALSE,P16
Boxe,1,4,5,1,4,1,-3,4,3,Roblot,FALSE,P16
Boxe,1,4,5,1,5,3,-3,4,2,E,FALSE,P19
Boxe,1,3,5,0,4,1,-2,5,3,Boulmier,FALSE,A15
Boxe,1,3,5,0,5,3,-2,5,2,Haberer,FALSE,A15
Boxe,1,4,5,0,4,0,-3,5,4,Petit,FALSE,A15
Boxe,2,4,5,0,5,1,-2,5,4,Riflart,FALSE,A15
Boxe,2,4,5,0,4,1,-2,5,3,Diaz,FALSE,P16
Boxe,2,2,5,0,5,0,0,5,5,Roquin,FALSE,P16
Boxe,2,3,5,0,5,2,-1,5,3,Monserand,FALSE,P19
Candy Crush,0,1,1,4,5,0,-1,-3,5,Jannin,TRUE,P17
Candy Crush,1,1,1,4,5,0,0,-3,5,Cousin,TRUE,P16
Candy Crush,0,2,1,3,3,1,-2,-2,2,Ruffy,TRUE,P17
Candy Crush,0,0,2,4,5,1,0,-2,4,C,TRUE,P19
Candy Crush,0,1,3,4,4,0,-1,-1,4,Chenesseau,TRUE,A15
Candy Crush,0,0,2,3,5,0,0,-1,5,Haberer,TRUE,A15
Candy Crush,0,0,2,3,5,0,0,-1,5,Capron,TRUE,P17
Candy Crush,2,0,2,3,5,1,2,-1,4,Leroy,TRUE,P16
Candy Crush,1,1,3,4,5,1,0,-1,4,Roblot,TRUE,P16
Candy Crush,1,2,3,3,3,1,-1,0,2,Belbachir,TRUE,P17
Candy Crush,2,0,3,3,5,1,2,0,4,MT,TRUE,P16
Candy Crush,0,0,3,2,4,0,0,1,4,Barbier,TRUE,P17
Candy Crush,0,2,5,4,5,0,-2,1,5,Diaz,TRUE,P16
Candy Crush,0,0,3,2,5,0,0,1,5,Roquin,TRUE,P16
Cerf-volant,0,1,0,4,0,4,-1,-4,-4,Diaz,FALSE,P16
Cerf-volant,1,3,1,4,0,3,-2,-3,-3,Sallez,FALSE,A15
Cerf-volant,3,4,0,3,0,3,-1,-3,-3,Roblot,FALSE,P16
Cerf-volant,0,2,2,4,1,3,-2,-2,-2,Gaye,FALSE,A15
Cerf-volant,2,3,2,4,1,4,-1,-2,-3,Barbier,FALSE,P17
Cerf-volant,1,1,3,4,1,1,0,-1,0,Chenesseau,FALSE,A15
Cerf-volant,0,4,2,3,0,2,-4,-1,-2,Milleret,FALSE,A15
Cerf-volant,0,1,2,3,1,4,-1,-1,-3,Petit,FALSE,A15
Cerf-volant,0,2,2,3,1,3,-2,-1,-2,Riflart,FALSE,A15
Cerf-volant,2,2,3,4,2,3,0,-1,-1,Capron,FALSE,P17
Cerf-volant,1,2,2,3,0,4,-1,-1,-4,Leroy,FALSE,P16
Cerf-volant,2,3,2,3,1,3,-1,-1,-2,MT,FALSE,P16
Cerf-volant,0,1,2,3,0,5,-1,-1,-5,Roquin,FALSE,P16
Cerf-volant,1,3,3,3,3,4,-2,0,-1,Ruffy,FALSE,P17
Cerf-volant,0,1,2,2,0,4,-1,0,-4,Cousin,FALSE,P16
Cerf-volant,0,1,3,2,0,1,-1,1,-1,Edus,FALSE,A15
Civilization,5,1,3,2,4,2,4,1,2,Leroy,TRUE,P16
Civilization,3,1,4,2,5,0,2,2,5,Chenesseau,TRUE,A15
Civilization,4,3,4,2,4,2,1,2,1,Barbier,TRUE,P17
Civilization,4,0,4,2,4,1,4,2,0,Belbachir,TRUE,P17
Civilization,4,1,4,2,4,1,3,2,0,Capron,TRUE,P17
Civilization,4,2,4,2,5,3,2,2,2,Ruffy,TRUE,P17
Civilization,4,1,5,3,5,3,3,2,2,Diaz,TRUE,P16
Civilization,5,0,4,2,5,0,5,2,5,MT,TRUE,P16
Civilization,5,1,4,2,5,0,4,2,5,Roblot,TRUE,P16
Civilization,3,0,3,1,4,1,3,2,3,C,TRUE,P19
Civilization,4,0,4,1,5,0,4,3,5,Haberer,TRUE,A15
Civilization,4,0,4,1,5,1,4,3,4,Cousin,TRUE,P16
Civilization,3,0,3,0,5,0,3,3,5,Roquin,TRUE,P16
Comptines,4,0,0,2,0,5,4,-2,-5,Riflart,FALSE,A15
Comptines,4,2,0,2,0,5,2,-2,-5,Sallez,FALSE,A15
Comptines,3,0,0,1,2,5,3,-1,-3,Barbier,FALSE,P17
Comptines,3,1,0,0,0,3,2,0,-3,Haberer,FALSE,A15
Comptines,3,0,0,0,0,4,3,0,-4,Petit,FALSE,A15
Comptines,4,0,0,0,1,3,4,0,-2,Capron,FALSE,P17
Comptines,2,0,0,0,2,2,2,0,0,MT,FALSE,P16
Comptines,5,0,0,0,1,2,5,0,-1,Roquin,FALSE,P16
Comptines,4,0,1,0,1,1,4,1,0,Ruffy,FALSE,P17
Comptines,3,0,2,1,1,3,3,1,-2,Cousin,FALSE,P16
Comptines,3,0,1,0,2,3,3,1,-1,Leroy,FALSE,P16
Comptines,4,2,1,0,1,2,2,1,-1,Roblot,FALSE,P16
Comptines,1,0,1,0,5,0,1,1,5,C,FALSE,P19
Comptines,2,1,3,0,3,2,1,3,1,Diaz,FALSE,P16
Courses,1,3,5,2,1,4,-2,3,-3,RECOD,FALSE,A15
Dames,1,1,3,0,5,0,0,3,5,Ruffy,FALSE,P17
Dames,0,0,5,0,5,0,0,5,5,Haberer,FALSE,A15
Dames,1,0,5,0,5,0,1,5,5,Riflart,FALSE,A15
Dames,1,0,5,0,5,0,1,5,5,Sallez,FALSE,A15
Dames,0,2,5,0,5,0,-2,5,5,Barbier,FALSE,P17
Dames,0,0,5,0,5,0,0,5,5,Capron,FALSE,P17
Dames,1,0,5,0,5,0,1,5,5,Cousin,FALSE,P16
Dames,1,0,5,0,5,0,1,5,5,Diaz,FALSE,P16
Dames,2,0,5,0,5,0,2,5,5,Leroy,FALSE,P16
Dames,1,0,5,0,5,0,1,5,5,MT,FALSE,P16
Dames,0,1,5,0,5,0,-1,5,5,Roblot,FALSE,P16
Dames,0,0,5,0,5,0,0,5,5,Roquin,FALSE,P16
Dark Souls,4,5,5,4,2,2,-1,1,0,D,TRUE,P19
Dark Souls,4,3,4,3,5,1,1,1,4,E,TRUE,P19
Dark Souls,4,3,3,1,4,1,1,2,3,Schneider,TRUE,P19
Dark Souls,4,5,5,3,4,3,-1,2,1,B,TRUE,P19
Dark Souls,2,4,5,2,5,1,-2,3,4,Monserand,TRUE,P19
Dark Souls,4,3,5,2,4,1,1,3,3,C,TRUE,P19
Dark Souls,3,3,5,1,5,0,0,4,5,A,TRUE,P19
Déguisement,4,0,0,2,0,5,4,-2,-5,Gaye,FALSE,A15
Déguisement,4,0,0,2,1,4,4,-2,-3,Riflart,FALSE,A15
Déguisement,5,0,0,2,0,2,5,-2,-2,Leroy,FALSE,P16
Déguisement,5,0,0,2,0,2,5,-2,-2,MT,FALSE,P16
Déguisement,5,0,0,0,0,4,5,0,-4,Haberer,FALSE,A15
Déguisement,5,0,0,0,1,5,5,0,-4,Barbier,FALSE,P17
Déguisement,5,0,0,0,0,5,5,0,-5,Cousin,FALSE,P16
Déguisement,5,1,0,0,0,4,4,0,-4,Roblot,FALSE,P16
Déguisement,5,0,0,0,0,5,5,0,-5,Roquin,FALSE,P16
Déguisement,5,2,2,0,2,5,3,2,-3,Ruffy,FALSE,P17
Déguisement,5,0,2,0,0,5,5,2,-5,Diaz,FALSE,P16
Déguisement,5,1,3,0,2,5,4,3,-3,Capron,FALSE,P17
Echecs,1,0,5,0,5,0,1,5,5,Monserand,FALSE,P19
Echecs,1,0,5,0,5,0,1,5,5,Schneider,FALSE,P19
Echecs,1,0,5,0,5,0,1,5,5,A,FALSE,P19
Echecs,1,0,5,0,5,0,1,5,5,B,FALSE,P19
Echecs,1,0,5,0,5,0,1,5,5,C,FALSE,P19
Echecs,1,0,5,0,5,0,1,5,5,D,FALSE,P19
Echecs,1,0,5,0,5,0,1,5,5,E,FALSE,P19
Echecs,1,0,5,0,5,0,1,5,5,F,FALSE,P19
Echecs,1,0,5,0,5,0,1,5,5,Classe,FALSE,A15
Echecs,1,0,5,0,5,0,1,5,5,Haberer,FALSE,A15
Echecs,1,0,5,0,5,0,1,5,5,Riflart,FALSE,A15
Echecs,0,1,5,0,5,0,-1,5,5,Barbier,FALSE,P17
Echecs,1,0,5,0,5,0,1,5,5,Capron,FALSE,P17
Echecs,1,1,5,0,5,1,0,5,4,Ruffy,FALSE,P17
Echecs,1,0,5,0,5,0,1,5,5,Cousin,FALSE,P16
Echecs,1,0,5,0,5,0,1,5,5,Diaz,FALSE,P16
Echecs,1,0,5,0,5,0,1,5,5,Leroy,FALSE,P16
Echecs,1,0,5,0,5,0,1,5,5,MT,FALSE,P16
Echecs,1,0,5,0,5,0,1,5,5,Roblot,FALSE,P16
Echecs,1,0,5,0,5,0,1,5,5,Roquin,FALSE,P16
Escrime,0,3,3,1,1,2,-3,2,-1,Jannin,FALSE,P17
Escrime,2,3,4,2,5,0,-1,2,5,Schneider,FALSE,P19
Escrime,1,5,5,3,5,1,-4,2,4,B,FALSE,P19
Escrime,2,1,4,1,4,2,1,3,2,Capron,FALSE,P17
Escrime,2,3,4,1,4,3,-1,3,1,Ruffy,FALSE,P17
Escrime,1,0,4,1,5,1,1,3,4,Cousin,FALSE,P16
Escrime,1,1,4,1,5,3,0,3,2,Leroy,FALSE,P16
Escrime,3,4,5,2,5,2,-1,3,3,Roblot,FALSE,P16
Escrime,3,2,5,1,5,0,1,4,5,Sallez,FALSE,A15
Escrime,3,3,5,1,4,0,0,4,4,Barbier,FALSE,P17
Escrime,1,2,4,0,4,1,-1,4,3,Dury,FALSE,P17
Escrime,2,2,5,1,5,1,0,4,4,MT,FALSE,P16
Escrime,1,4,5,0,5,0,-3,5,5,Gaye,FALSE,A15
Escrime,2,2,5,0,5,1,0,5,4,Haberer,FALSE,A15
Escrime,3,2,5,0,5,0,1,5,5,Riflart,FALSE,A15
Escrime,4,4,5,0,5,0,0,5,5,Diaz,FALSE,P16
Escrime,2,1,5,0,5,0,1,5,5,Roquin,FALSE,P16
Escrime,1,4,5,0,5,0,-3,5,5,C,FALSE,P19
FF7,3,1,2,2,5,3,2,0,2,Petit,TRUE,A15
FF7,4,4,3,3,5,2,0,0,3,Ruffy,TRUE,P17
FF7,5,1,3,2,4,0,4,1,4,Bardwell,TRUE,A15
FF7,5,2,4,3,5,0,3,1,5,Chenesseau,TRUE,A15
FF7,4,1,3,2,4,1,3,1,3,Haberer,TRUE,A15
FF7,3,1,3,2,3,3,2,1,0,Barbier,TRUE,P17
FF7,4,0,4,3,5,1,4,1,4,Cousin,TRUE,P16
FF7,5,0,3,2,5,1,5,1,4,MT,TRUE,P16
FF7,5,2,4,3,5,2,3,1,3,Roblot,TRUE,P16
FF7,3,0,3,2,4,2,3,1,2,Roquin,TRUE,P16
FF7,4,1,4,2,4,2,3,2,2,Boulmier,TRUE,A15
FF7,3,2,3,1,5,2,1,2,3,Dury,TRUE,P17
FF7,4,1,5,3,5,2,3,2,3,Diaz,TRUE,P16
